title,year,rating,no_of_reviews,genres,runtime,gross
Shipwrecked Adventures of Donkey Ollie,2007.0,7.0,33,"
Animation, Action, Family            ",78 min,
Golden Circle,2012.0,7.0,7,"
Action, Adventure, History            ",99 min,
Eyes of the Roshi,2017.0,7.0,40,"
Action            ",90 min,
Heroes of the Saddle,1940.0,7.0,19,"
Action, Crime, Drama            ",56 min,
Dias Santana,2016.0,7.0,83,"
Action, Crime, Thriller            ",95 min,
Caped Crusader: The Dark Hours,2014.0,7.0,51,"
Action, Crime, Drama            ",55 min,
Dead Angle,1979.0,7.0,50,"
Action, Crime, Drama            ",154 min,
Men in Her Life,1931.0,7.3,46,"
Crime, Drama, Romance            ",70 min,
Prescription for Murder,1958.0,7.3,28,"
Crime, Drama, Mystery            ",85 min,
Fascinating Youth,1926.0,7.3,35,"
Comedy, Romance, Sport            ",70 min,
Woman-Wise,1937.0,7.3,15,"
Crime, Drama, Romance            ",62 min,
The Socratic Method,2001.0,7.3,43,"
Comedy, Romance            ",104 min,
My Kontrabida Girl,2012.0,7.3,44,"
Comedy, Romance            ",119 min,
Collegiate,1936.0,7.3,39,"
Comedy, Musical, Romance            ",80 min,
Azzurro,2018.0,7.3,8,"
Romance            ",90 min,
Jiggs and Maggie in Society,1947.0,7.3,14,"
Comedy, Music, Romance            ",66 min,
Evidence,1929.0,7.3,27,"
Crime, Drama, Romance            ",70 min,
I Am Suzanne!,1933.0,7.3,107,"
Drama, Music, Romance            ",98 min,
Cinta,2006.0,7.3,123,"
Drama, Romance            ",107 min,
Isteri Untuk Dijual,2015.0,7.3,7,"
Comedy, Romance            ",98 min,
The Big Spoon,2016.0,7.3,37,"
Comedy, Drama, Romance            ",80 min,
I Hate Tommy Finch,2012.0,7.3,64,"
Romance            ",70 min,
Good Morning Pakistan,2018.0,7.3,42,"
Comedy, Mystery, Romance            ",120 min,
Afua's Diary,2015.0,7.3,11,"
Comedy, Drama, Romance            ",90 min,
Stranded N Dangriga,2013.0,7.3,79,"
Comedy, Drama, Romance            ",75 min,
Holding On,1992.0,7.3,84,"
Adventure, Drama, Family            ",94 min,
Autumn Crocus,1934.0,7.3,69,"
Drama, Romance            ",86 min,
Love Is...,2017.0,7.3,11,"
Comedy, Drama, Romance            ",80 min,
The Lost Woman,2009.0,7.3,11,"
Drama, Romance, Thriller            ",88 min,
Second Hand Wife,1933.0,7.3,11,"
Drama, Music, Romance            ",70 min,
Mem Sahib,1956.0,7.3,46,"
Comedy, Drama, Romance            ",113 min,
Strategy and Pursuit,2018.0,7.3,266,"
Drama, Romance, Thriller            ",92 min,
Train to Stockholm,2011.0,7.3,34,"
Adventure, Drama, Romance            ",69 min,
She Made Her Bed,1934.0,7.3,18,"
Comedy, Drama, Romance            ",71 min,
The Last White Witch,2019.0,7.3,8,"
Comedy, Drama, Fantasy            ",97 min,
Amour Infinity,2000.0,7.3,56,"
Drama, Romance            ",85 min,
The Canadian,1926.0,7.3,45,"
Romance            ",80 min,
Fanny Hawthorne,1927.0,7.3,279,"
Drama, Romance            ",120 min,
Handle with Care,1932.0,7.3,16,"
Comedy, Crime, Drama            ",72 min,
Heartbreak,1931.0,7.3,18,"
Romance, War, Drama            ",63 min,
The Belle of Broadway,1926.0,7.3,71,"
Drama, Romance            ",60 min,
Being Mrs Elliot,2014.0,7.3,18,"
Comedy, Romance            ",113 min,
High Society Blues,1930.0,7.3,28,"
Music, Romance            ",102 min,
The Samuel Coleridge-Taylor Story,2013.0,7.3,17,"
Animation, Music, Romance            ",66 min,
Buy Me That Town,1941.0,7.3,69,"
Comedy, Drama, Music            ",70 min,
Our Father Takes a Bride,2010.0,7.3,9,"
Comedy, Drama, Romance            ",115 min,
Lottery Lover,1935.0,7.3,33,"
Comedy, Music, Romance            ",82 min,
Producing the Hood,2008.0,7.0,11,"
Action, Crime, Drama            ",90 min,
Into the Wake,2012.0,7.0,41,"
Action            ",75 min,
Meridian,2016.0,7.0,13,"
Action            ",49 min,
Burial Ground,2014.0,7.0,11,"
Action, Thriller            ",94 min,
The Last Inquisitors,2013.0,7.0,14,"
Action            ",105 min,
Perils of the Jungle,1927.0,7.0,20,"
Action, Adventure, Crime            ",200 min,
My Step-Dad's a Freakin' Vampire,2009.0,7.0,106,"
Action, Horror            ",85 min,
Dam California,2012.0,7.0,33,"
Action, Drama            ",90 min,
Southern Hospitality,2002.0,7.0,8,"
Action, Drama, Romance            ",94 min,
Saving Borshia,2015.0,7.0,14,"
Action, Adventure, Comedy            ",110 min,
Huk sa bagong pamumuhay,1953.0,7.0,10,"
Action, Drama            ",120 min,
The Plunderer,1915.0,7.0,27,"
Action, Adventure, Romance            ",50 min,
Suicide Knights Saga: REAP,2015.0,7.0,12,"
Action, Fantasy            ",74 min,
Car Jack,2008.0,7.0,9,"
Action, Adventure, Crime            ",47 min,
Seventeen Ninja,1963.0,7.0,75,"
Action            ",99 min,
Kpians: The Feast of Souls,2014.0,7.0,11,"
Action, Horror            ",108 min,
Not This Again!,2015.0,7.0,9,"
Action, Adventure, Horror            ",58 min,
Cowboy and Lucky,2009.0,7.0,13,"
Action            ",102 min,
Braxton,1989.0,7.0,11,"
Action, Adventure            ",65 min,
Parts of Disease,2013.0,7.0,9,"
Action, Drama            ",90 min,
Glitched,2005.0,7.0,9,"
Action, Comedy            ",90 min,
Riddle Gawne,1918.0,7.0,67,"
Action, Western            ",50 min,
Payback Jack,2012.0,7.0,22,"
Action, Comedy, Romance            ",98 min,
It's About Choices,2020.0,7.0,46,"
Action            ",90 min,
Flaming Waters,1925.0,7.0,20,"
Action, Drama            ",70 min,
Red Ninja the Sister Hood,2016.0,7.0,27,"
Action            ",75 min,
Going Under,2011.0,7.0,11,"
Action, Horror, Thriller            ",83 min,
Set Free,1927.0,7.0,16,"
Action, Adventure, Romance            ",50 min,
Speed Madness,1925.0,7.0,21,"
Action, Adventure, Drama            ",57 min,
For My Brother,2011.0,7.0,29,"
Action, Crime, Drama            ",87 min,
Rewind,2007.0,7.0,11,"
Action            ",47 min,
Chronicles of Humanity: Renegades,2014.0,7.0,21,"
Animation, Action, Sci-Fi            ",114 min,
Holy Fire,2017.0,7.0,6,"
Action, Crime, Drama            ",67 min,
Hearts of Men,2011.0,7.0,9,"
Action, Crime, Drama            ",90 min,
8 Dates with Paul,2010.0,7.3,7,"
Comedy, Romance            ",77 min,
Stones from the Desert,2015.0,7.3,19,"
Adventure, Drama, Romance            ",90 min,
Wages of Virtue,1924.0,7.3,19,"
Drama, Romance            ",70 min,$0.24M
The Cruise of the Jasper B,1926.0,7.3,97,"
Comedy, Romance            ",60 min,
Harvest Moon,2013.0,7.3,10,"
Adventure, Romance, Sci-Fi            ",97 min,
Read Me,2016.0,7.3,79,"
Comedy, Drama, Romance            ",84 min,
TangerineLAnd,2015.0,7.3,90,"
Adventure, Comedy, Drama            ",96 min,
Saudade?,2012.0,7.3,20,"
Comedy, Drama, Romance            ",98 min,
The Stolen Voice,1915.0,7.3,28,"
Drama, Romance            ",50 min,
Perfect Thoughts,2012.0,7.3,12,"
Comedy, Drama, Romance            ",50 min,
Jouir De La Vie,2014.0,7.3,6,"
Drama, Romance            ",101 min,
Wilson's Silence,2020.0,7.3,121,"
Animation, Crime, Mystery            ",82 min,
Cowboy Blues,1946.0,7.3,29,"
Comedy, Drama, Music            ",62 min,
The Course,2007.0,7.3,7,"
Comedy, Romance            ",81 min,
SF Stories,2010.0,7.3,9,"
Comedy, Drama, Romance            ",112 min,
Midwestern Myth,2003.0,7.3,14,"
Adventure, Comedy, Drama            ",89 min,
I'm Not Here: And She's Not There,2010.0,7.3,8,"
Mystery, Romance            ",102 min,
The After,2012.0,7.3,7,"
Comedy, Drama, Romance            ",105 min,
Where the Crawdads Sing,2022.0,7.2,"93,438","
Drama, Mystery, Romance            ",125 min,$90.23M
Grease,1978.0,7.2,"285,825","
Comedy, Musical, Romance            ",110 min,$188.76M
The Age of Adaline,2015.0,7.2,"189,090","
Drama, Fantasy, Romance            ",112 min,$42.48M
Licorice Pizza,2021.0,7.2,"126,286","
Comedy, Drama, Romance            ",133 min,
Closer,2004.0,7.2,"226,460","
Drama, Romance            ",104 min,$33.99M
Notting Hill,1999.0,7.2,"323,509","
Comedy, Drama, Romance            ",124 min,$116.09M
Meet Joe Black,1998.0,7.2,"251,018","
Drama, Fantasy, Romance            ",178 min,$44.62M
Stuck in Love.,2012.0,7.2,"89,538","
Comedy, Drama, Romance            ",97 min,$0.08M
The Virgin Suicides,1999.0,7.2,"159,916","
Drama, Romance            ",97 min,$4.86M
Cold Mountain,2003.0,7.2,"151,748","
Adventure, Drama, Romance            ",154 min,$95.64M
Five Feet Apart,2019.0,7.2,"72,956","
Drama, Romance            ",116 min,$45.73M
Carol,2015.0,7.2,"134,693","
Drama, Romance            ",118 min,$12.71M
Avanti!,1972.0,7.2,"11,009","
Comedy, Romance            ",144 min,$3.30M
Calamity Jane,1953.0,7.2,"10,345","
Musical, Romance, Western            ",101 min,
The Man from Snowy River,1982.0,7.2,"9,498","
Adventure, Drama, Romance            ",102 min,$20.66M
Wish Dragon,2021.0,7.2,"29,467","
Animation, Adventure, Comedy            ",98 min,
Patriotic Danger,2009.0,7.0,5,"
Action, Adventure, Drama            ",53 min,
Top Gun,1986.0,6.9,"472,082","
Action, Drama            ",109 min,$179.80M
To Catch a Killer,2023.0,6.9,511,"
Action, Crime, Drama            ",119 min,
Game Night,2018.0,6.9,"242,970","
Action, Adventure, Comedy            ",100 min,$69.18M
The Amazing Spider-Man,2012.0,6.9,"669,699","
Action, Adventure, Sci-Fi            ",136 min,$262.03M
Doctor Strange in the Multiverse of Madness,2022.0,6.9,"435,080","
Action, Adventure, Fantasy            ",126 min,$411.33M
Jumanji: Welcome to the Jungle,2017.0,6.9,"394,659","
Action, Adventure, Comedy            ",119 min,$404.52M
A Knight's Tale,2001.0,6.9,"192,610","
Action, Adventure, Romance            ",132 min,$56.57M
Captain America: The First Avenger,2011.0,6.9,"861,163","
Action, Adventure, Sci-Fi            ",124 min,$176.65M
Jurassic World,2015.0,6.9,"655,005","
Action, Adventure, Sci-Fi            ",124 min,$652.27M
X-Men: Apocalypse,2016.0,6.9,"444,408","
Action, Adventure, Sci-Fi            ",144 min,$155.44M
Star Wars: Episode VIII - The Last Jedi,2017.0,6.9,"645,400","
Action, Adventure, Fantasy            ",152 min,$620.18M
Mission: Impossible III,2006.0,6.9,"365,145","
Action, Adventure, Thriller            ",126 min,$134.03M
Solo: A Star Wars Story,2018.0,6.9,"358,665","
Action, Adventure, Sci-Fi            ",135 min,$213.77M
Robin Hood: Prince of Thieves,1991.0,6.9,"199,933","
Action, Adventure, Drama            ",143 min,$165.50M
Con Air,1997.0,6.9,"307,095","
Action, Crime, Thriller            ",115 min,$101.12M
The Mask,1994.0,6.9,"397,362","
Action, Comedy, Crime            ",101 min,$119.94M
National Treasure,2004.0,6.9,"341,860","
Action, Adventure, Mystery            ",131 min,$173.01M
Pacific Rim,2013.0,6.9,"511,622","
Action, Adventure, Sci-Fi            ",131 min,$101.80M
Iron Man 2,2010.0,6.9,"833,597","
Action, Sci-Fi            ",124 min,$312.43M
Atlantis: The Lost Empire,2001.0,6.9,"125,501","
Animation, Action, Adventure            ",95 min,$84.05M
28 Weeks Later,2007.0,6.9,"282,756","
Action, Adventure, Horror            ",100 min,$28.64M
Dragged Across Concrete,2018.0,6.9,"50,652","
Action, Crime, Drama            ",159 min,
The Hitman's Bodyguard,2017.0,6.9,"237,395","
Action, Comedy, Crime            ",118 min,$75.47M
Outlaw King,2018.0,6.9,"75,729","
Action, Biography, Drama            ",121 min,
Romancing the Stone,1984.0,6.9,"98,079","
Action, Adventure, Comedy            ",106 min,$76.57M
Love and Monsters,2020.0,6.9,"133,655","
Action, Adventure, Comedy            ",109 min,$1.07M
Clear and Present Danger,1994.0,6.9,"103,208","
Action, Crime, Drama            ",141 min,$122.19M
Pineapple Express,2008.0,6.9,"346,918","
Action, Comedy, Crime            ",111 min,$87.34M
In the Heart of the Sea,2015.0,6.9,"142,749","
Action, Adventure, Biography            ",122 min,$25.02M
Non-Stop,2014.0,6.9,"269,119","
Action, Mystery, Thriller            ",106 min,$92.17M
The World's End,2013.0,6.9,"288,110","
Action, Comedy, Sci-Fi            ",109 min,$26.00M
The Edge,1997.0,6.9,"75,912","
Action, Adventure, Drama            ",117 min,$27.78M
Thunderball,1965.0,6.9,"122,004","
Action, Adventure, Thriller            ",130 min,$63.60M
Quigley Down Under,1990.0,6.9,"23,118","
Action, Adventure, Drama            ",119 min,$21.41M
Crank,2006.0,6.9,"255,005","
Action, Crime, Thriller            ",88 min,$27.83M
"The Gangster, the Cop, the Devil",2019.0,6.9,"17,366","
Action, Crime, Thriller            ",109 min,$0.22M
48 Hrs.,1982.0,6.9,"81,104","
Action, Comedy, Crime            ",96 min,$78.87M
Free State of Jones,2016.0,6.9,"59,551","
Action, Biography, Drama            ",139 min,$20.76M
Westworld,1973.0,6.9,"60,472","
Action, Sci-Fi, Thriller            ",88 min,$16.06M
Repo Man,1984.0,6.9,"38,878","
Action, Comedy, Crime            ",92 min,$3.57M
The Night Comes for Us,2018.0,6.9,"27,545","
Action, Crime, Thriller            ",121 min,
The Monster Squad,1987.0,6.9,"33,577","
Action, Comedy, Fantasy            ",79 min,$3.77M
The Last Castle,2001.0,6.9,"82,553","
Action, Drama, Thriller            ",131 min,$18.21M
Set It Off,1996.0,6.9,"17,323","
Action, Crime, Drama            ",123 min,$36.05M
All Is Lost,2013.0,6.9,"81,874","
Action, Adventure, Drama            ",106 min,$6.26M
The Crying Game,1992.0,7.2,"57,489","
Crime, Drama, Romance            ",112 min,$62.55M
Bitter Moon,1992.0,7.2,"40,565","
Drama, Romance, Thriller            ",139 min,$1.86M
A Room with a View,1985.0,7.2,"45,310","
Drama, Romance            ",117 min,$20.97M
Only Lovers Left Alive,2013.0,7.2,"103,719","
Comedy, Drama, Fantasy            ",123 min,$1.88M
The Book of Life,2014.0,7.2,"73,955","
Animation, Adventure, Comedy            ",95 min,$50.15M
Chasing Amy,1997.0,7.2,"140,623","
Comedy, Drama, Romance            ",113 min,$12.02M
The Light Between Oceans,2016.0,7.2,"58,258","
Drama, Romance            ",133 min,$12.55M
Somewhere in Time,1980.0,7.2,"30,678","
Drama, Fantasy, Romance            ",103 min,$9.71M
Babyteeth,2019.0,7.2,"17,401","
Comedy, Drama, Music            ",118 min,
Crazy Heart,2009.0,7.2,"91,981","
Drama, Music, Romance            ",112 min,$39.46M
The Best Exotic Marigold Hotel,2011.0,7.2,"97,176","
Comedy, Drama, Romance            ",124 min,$46.41M
Summer of '42,1971.0,7.2,"8,580","
Drama, Romance            ",104 min,$7.38M
Ruby Sparks,2012.0,7.2,"103,134","
Comedy, Drama, Fantasy            ",104 min,$2.54M
Love & Basketball,2000.0,7.2,"22,830","
Drama, Romance, Sport            ",124 min,$27.44M
Broken Flowers,2005.0,7.2,"104,606","
Comedy, Drama, Mystery            ",106 min,$13.74M
Strictly Ballroom,1992.0,7.2,"28,495","
Comedy, Drama, Music            ",94 min,$11.74M
The Young Victoria,2009.0,7.2,"63,644","
Biography, Drama, History            ",105 min,$11.00M
An American in Paris,1951.0,7.2,"35,160","
Drama, Musical, Romance            ",114 min,$4.50M
Cactus Flower,1969.0,7.2,"11,321","
Comedy, Romance            ",104 min,$25.89M
"Paris, je t'aime",2006.0,7.2,"73,449","
Comedy, Drama, Romance            ",120 min,$4.86M
Broadcast News,1987.0,7.2,"32,457","
Comedy, Drama, Romance            ",133 min,$51.25M
Yeh Jawaani Hai Deewani,2013.0,7.2,"47,607","
Comedy, Drama, Musical            ",160 min,$3.83M
Anomalisa,2015.0,7.2,"73,404","
Animation, Comedy, Drama            ",90 min,$3.76M
Compartment Number 6,2021.0,7.2,"12,995","
Drama, Romance            ",107 min,
Operation Petticoat,1959.0,7.2,"15,022","
Comedy, Romance, War            ",124 min,$23.30M
The Sessions,2012.0,7.2,"43,346","
Biography, Comedy, Drama            ",95 min,$6.00M
Center of My World,2016.0,7.2,"6,721","
Drama, Romance            ",115 min,
Beginners,2010.0,7.2,"93,383","
Comedy, Drama, Romance            ",105 min,$5.79M
Wristcutters: A Love Story,2006.0,7.2,"56,756","
Comedy, Drama, Fantasy            ",88 min,$0.32M
Shirley Valentine,1989.0,7.2,"8,476","
Comedy, Drama, Romance            ",108 min,$6.35M
Diario de un viaje inesperado,2023.0,7.2,12,"
Romance            ",93 min,
Brassed Off,1996.0,7.2,"20,367","
Comedy, Drama, Music            ",108 min,$2.56M
Peaceful Warrior,2006.0,7.2,"29,028","
Drama, Romance, Sport            ",120 min,$3.96M
Arizona Dream,1993.0,7.2,"44,585","
Comedy, Drama, Fantasy            ",142 min,$0.11M
Peyton Place,1957.0,7.2,"6,314","
Crime, Drama, Mystery            ",157 min,$25.60M
Children of a Lesser God,1986.0,7.2,"17,800","
Drama, Romance            ",119 min,$31.85M
El Cid,1961.0,7.2,"14,961","
Biography, Drama, History            ",182 min,$26.62M
"Same Time, Next Year",1978.0,7.2,"6,405","
Comedy, Drama, Romance            ",119 min,$19.70M
The Souvenir: Part II,2021.0,7.2,"3,598","
Drama, Romance            ",107 min,
Legend of the Guardians: The Owls of Ga'Hoole,2010.0,6.9,"85,052","
Animation, Action, Adventure            ",97 min,$55.68M
Memphis Belle,1990.0,6.9,"29,345","
Action, Drama, War            ",107 min,$27.44M
Dead Presidents,1995.0,6.9,"23,262","
Action, Crime, Drama            ",119 min,$24.20M
Supercop,1992.0,6.9,"22,906","
Action, Comedy, Crime            ",91 min,$16.27M
The Emerald Forest,1985.0,6.9,"10,560","
Action, Adventure, Drama            ",114 min,$24.47M
Muppet Treasure Island,1996.0,6.9,"25,201","
Action, Adventure, Comedy            ",99 min,$33.61M
The Battle of Britain,1969.0,6.9,"23,269","
Action, Drama, History            ",132 min,$4.36M
Slow West,2015.0,6.9,"46,530","
Action, Adventure, Drama            ",84 min,$0.23M
Get the Gringo,2012.0,6.9,"109,636","
Action, Drama, Thriller            ",96 min,
Armour of God,1986.0,6.9,"20,840","
Action, Adventure, Comedy            ",88 min,
Silver Streak,1976.0,6.9,"20,921","
Action, Comedy, Crime            ",114 min,
Agneepath,2012.0,6.9,"25,453","
Action, Crime, Drama            ",174 min,$1.98M
Traitor,2008.0,6.9,"58,397","
Action, Crime, Drama            ",114 min,$23.53M
New Police Story,2004.0,6.9,"27,953","
Action, Crime, Thriller            ",123 min,
The Four Musketeers: Milady's Revenge,1974.0,6.9,"11,149","
Action, Adventure            ",108 min,$19.10M
Sometimes a Great Notion,1971.0,6.9,"4,207","
Action, Adventure, Drama            ",114 min,$9.20M
Dillinger,1973.0,6.9,"5,557","
Action, Biography, Crime            ",107 min,$2.00M
Alan Partridge,2013.0,6.9,"32,398","
Action, Comedy, Crime            ",90 min,$0.15M
The Laws of the Border,2021.0,6.9,"4,634","
Action, Adventure, Crime            ",127 min,
Chocolate,2008.0,6.9,"18,495","
Action, Drama            ",110 min,$0.01M
Godzilla vs. Destoroyah,1995.0,6.9,"6,744","
Action, Horror, Sci-Fi            ",103 min,
The Dude in Me,2019.0,6.9,"2,410","
Action, Comedy, Fantasy            ",122 min,
Shinjuku Incident,2009.0,6.9,"13,113","
Action, Crime, Drama            ",119 min,
